Name,chr,pos,Relation_to_Island,UCSC_RefGene_Name,UCSC_RefGene_Group,hg
cg26810281,chr6,31465714,Island,MICB,TSS200,hg19
cg05495351,chr2,51259693,OpenSea,NRXN1;NRXN1,TSS200;TSS200,hg19
cg21609339,chr20,44650270,N_Shore,SLC12A5,TSS200,hg19
cg08189448,chr9,118915907,N_Shore,PAPPA,TSS200,hg19
cg05324982,chr17,14204478,Island,HS3ST3B1,TSS200,hg19
cg23320862,chr12,114843932,N_Shore,TBX5;TBX5;TBX5,TSS200;5'UTR;5'UTR,hg19
cg20901874,chr14,75745470,Island,FOS,TSS200,hg19
cg01491219,chr1,220863513,Island,C1orf115,TSS200,hg19
cg17020562,chr18,59560495,Island,RNF152,TSS200,hg19
cg18834338,chr10,71333161,Island,NEUROG3,TSS200,hg19
cg22951509,chr5,94955893,Island,GPR150,TSS200,hg19
cg01293647,chr17,37764264,Island,NEUROD2,TSS200,hg19
cg06843320,chr6,27791727,N_Shore,HIST1H4J,TSS200,hg19
cg19723563,chr12,28123034,Island,PTHLH;PTHLH;PTHLH;PTHLH,TSS200;5'UTR;TSS200;5'UTR,hg19
cg11241627,chr7,19185165,S_Shore,FERD3L,TSS200,hg19
cg07621749,chr15,41806141,S_Shore,LTK;LTK;LTK,TSS200;TSS200;TSS200,hg19
cg15392845,chr14,73360933,Island,DPF3,TSS200,hg19
cg11996434,chr8,70747440,Island,SLCO5A1,TSS200,hg19
cg09179084,chr5,114516368,S_Shore,TRIM36;TRIM36;TRIM36,TSS200;TSS200;TSS200,hg19
cg10573403,chr14,36003118,Island,INSM2,TSS200,hg19
cg00367497,chr15,96875716,Island,NR2F2;NR2F2;NR2F2;MIR1469;NR2F2,TSS200;1stExon;Body;TSS1500;TSS1500,hg19
cg27464311,chr17,46692347,S_Shore,HOXB8,TSS200,hg19
cg04337007,chr17,72931842,Island,OTOP3,TSS200,hg19
cg18585693,chr11,117668161,S_Shore,DSCAML1,TSS200,hg19
cg03168108,chr2,51259697,OpenSea,NRXN1;NRXN1,TSS200;TSS200,hg19
cg17760678,chr1,60392567,Island,CYP2J2,TSS200,hg19
cg09752703,chr18,60986622,Island,BCL2;BCL2,TSS200;TSS200,hg19
cg13158571,chr1,47489195,N_Shore,CYP4X1,TSS200,hg19
cg12891498,chr12,117319246,Island,HRK,TSS200,hg19
cg16898833,chr6,26189333,S_Shore,HIST1H4D,TSS200,hg19
cg19969873,chr2,232791083,Island,NPPC,TSS200,hg19
cg14611174,chr14,60975837,Island,SIX6,TSS200,hg19
cg25257522,chr6,52860247,S_Shore,GSTA4,TSS200,hg19
cg26221971,chr16,57318603,Island,PLLP,TSS200,hg19
cg11631518,chr12,75603585,S_Shore,KCNC2;KCNC2;KCNC2,TSS200;TSS200;TSS200,hg19
cg08859206,chr1,53392774,N_Shore,SCP2;SCP2,TSS200;TSS200,hg19
cg18964775,chr10,102890986,N_Shore,TLX1;TLX1NB,TSS200;TSS200,hg19
cg00766845,chr14,52536022,Island,NID2,TSS200,hg19
cg08401836,chr6,26032486,N_Shore,HIST1H3B,TSS200,hg19
cg12488447,chr9,71320601,Island,PIP5K1B,TSS200,hg19
cg26422018,chr8,29208242,Island,DUSP4,TSS200,hg19
cg23700044,chr10,98945809,Island,SLIT1,TSS200,hg19
cg26241806,chr10,26727246,Island,APBB1IP,TSS200,hg19
cg22272457,chr11,31833013,Island,PAX6;PAX6;PAX6,TSS200;5'UTR;TSS200,hg19
cg12559031,chr17,48046365,Island,DLX4,TSS200,hg19
cg05093169,chr11,71955401,Island,PHOX2A,TSS200,hg19
cg27556193,chr2,63277930,Island,OTX1,TSS200,hg19
cg17432453,chr6,26045532,N_Shore,HIST1H3C,TSS200,hg19
cg11828108,chr10,104001380,Island,PITX3,TSS200,hg19
cg04608146,chr22,20792323,Island,SCARF2;SCARF2,TSS200;TSS200,hg19
cg01813033,chr6,132272609,S_Shore,CTGF,TSS200,hg19
cg04694812,chr5,63257554,Island,HTR1A,TSS200,hg19
cg24663490,chr6,27832932,N_Shore,HIST1H2AL,TSS200,hg19
cg16208433,chr16,50582056,Island,NKD1,TSS200,hg19
cg10806140,chr7,37956554,Island,SFRP4,TSS200,hg19
cg03091589,chr6,30585345,Island,MRPS18B;PPP1R10,TSS200;TSS1500,hg19
cg00347369,chr8,80523320,N_Shore,STMN2,TSS200,hg19
cg03036373,chr14,37051902,N_Shore,NKX2-8,TSS200,hg19
cg13233407,chr12,54393709,Island,HOXC9,TSS200,hg19
cg03549582,chr10,94833596,Island,CYP26A1;CYP26A1,TSS200;5'UTR,hg19
cg19072871,chr10,102988889,Island,LBX1;FLJ41350,TSS200;TSS1500,hg19
cg00396991,chr1,161494029,Island,HSPA6,TSS200,hg19
cg16998537,chr20,45523187,N_Shore,EYA2;EYA2,TSS200;TSS200,hg19
cg04380513,chr5,100238983,Island,ST8SIA4;ST8SIA4;ST8SIA4,TSS200;1stExon;5'UTR,hg19
cg14464244,chr7,79083056,Island,MAGI2,TSS200,hg19
cg01489686,chr6,96463710,N_Shore,FUT9,TSS200,hg19
cg17152757,chr3,172166258,Island,GHSR;GHSR,TSS200;TSS200,hg19
cg02019072,chr2,182521926,Island,CERKL;CERKL;CERKL;CERKL;CERKL;CERKL;CERKL,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg25273233,chr6,100054518,N_Shore,PRDM13,TSS200,hg19
cg09152943,chr17,32483882,N_Shore,ACCN1,TSS200,hg19
cg19720917,chr19,36606221,Island,POLR2I;TBCB;TBCB,TSS200;1stExon;5'UTR,hg19
cg10323697,chr14,38064493,Island,FOXA1,TSS200,hg19
cg05534807,chr11,75379613,Island,MAP6;MAP6,TSS200;TSS200,hg19
cg16231500,chr8,63998736,Island,TTPA,TSS200,hg19
cg00495775,chr2,176972041,Island,HOXD11,TSS200,hg19
cg11247103,chr1,201915768,OpenSea,LMOD1,TSS200,hg19
cg23805360,chr9,976947,Island,DMRT3,TSS200,hg19
cg13594432,chr14,23451963,Island,JUB,TSS200,hg19
cg19146001,chr13,22245089,Island,FGF9,TSS200,hg19
cg14831838,chr2,219824308,Island,CDK5R2,TSS200,hg19
cg21286526,chr6,87646986,N_Shore,HTR1E,TSS200,hg19
cg06341779,chr4,109088043,Island,LEF1;LOC641518;LEF1;LEF1;LEF1,TSS200;TSS1500;Body;Body;Body,hg19
cg04553838,chr11,101454733,S_Shore,TRPC6,TSS200,hg19
cg06058891,chr20,45523134,N_Shore,EYA2;EYA2,TSS200;TSS200,hg19
cg05560725,chr1,24194989,Island,FUCA1,TSS200,hg19
cg21442003,chr2,158454243,S_Shore,ACVR1C;ACVR1C;ACVR1C;ACVR1C,TSS200;Body;Body;Body,hg19
cg03018496,chr15,96868989,S_Shelf,NR2F2,TSS200,hg19
cg07234102,chr4,96470237,Island,UNC5C,TSS200,hg19
cg13423394,chr3,58223060,N_Shore,ABHD6,TSS200,hg19
cg09275869,chr18,44337099,Island,ST8SIA5,TSS200,hg19
cg07011163,chr17,6947325,Island,SLC16A11,TSS200,hg19
cg19238103,chr10,63661362,N_Shore,ARID5B,TSS200,hg19
cg16492377,chr18,28622811,Island,DSC3;DSC3,TSS200;TSS200,hg19
cg26546557,chr2,232791088,Island,NPPC,TSS200,hg19
cg19183932,chr6,27791712,N_Shore,HIST1H4J,TSS200,hg19
cg00454577,chr6,87646972,N_Shore,HTR1E,TSS200,hg19
cg21264207,chr10,64576130,Island,EGR2;EGR2;EGR2;EGR2,TSS200;5'UTR;TSS200;TSS200,hg19
cg23655107,chr14,95236568,Island,GSC,TSS200,hg19
cg11717564,chr1,165414579,OpenSea,RXRG;RXRG,TSS200;TSS200,hg19
cg11438755,chr10,95653570,N_Shore,TMEM20;TMEM20,TSS200;TSS200,hg19
cg17188046,chr6,166582197,Island,T,TSS200,hg19
cg18081750,chr12,89746418,Island,DUSP6;DUSP6,TSS200;TSS200,hg19
cg24632756,chr15,33603026,Island,RYR3,TSS200,hg19
cg15050111,chr1,24645850,N_Shelf,GRHL3,TSS200,hg19
cg05374654,chr11,94134666,Island,GPR83,TSS200,hg19
cg16066272,chr14,52535949,Island,NID2,TSS200,hg19
cg10242379,chr6,137113776,Island,MAP3K5,TSS200,hg19
cg06926499,chr6,27775877,Island,HIST1H2AI;HIST1H2BL,TSS200;TSS200,hg19
cg13686012,chr11,101000655,S_Shore,PGR,TSS200,hg19
cg25077778,chr14,51562591,S_Shore,TRIM9;TRIM9,TSS200;TSS200,hg19
cg04796189,chr4,94750047,Island,ATOH1,TSS200,hg19
cg20633883,chr17,48712051,Island,ABCC3;ABCC3,TSS200;TSS200,hg19
cg05906607,chr14,96505497,Island,C14orf132,TSS200,hg19
cg20185609,chr13,28543446,Island,CDX2,TSS200,hg19
cg15607672,chr14,57277227,N_Shore,OTX2,TSS200,hg19
cg09475479,chr12,42632138,Island,YAF2,TSS200,hg19
cg10937593,chr14,65290063,OpenSea,SPTB;SPTB,TSS200;TSS200,hg19
cg09962807,chr8,70747337,Island,SLCO5A1,TSS200,hg19
cg19134704,chr8,133493139,Island,KCNQ3,TSS200,hg19
cg24751648,chr2,103236124,Island,SLC9A2,TSS200,hg19
cg13363138,chr2,102004089,Island,CREG2,TSS200,hg19
cg08423052,chr14,52780921,Island,PTGER2,TSS200,hg19
cg02064442,chr1,6526319,S_Shore,TNFRSF25;PLEKHG5;TNFRSF25;PLEKHG5;PLEKHG5;TNFRSF25;PLEKHG5;TNFRSF25;PLEKHG5;TNFRSF25;TNFRSF25,TSS200;3'UTR;TSS200;3'UTR;3'UTR;TSS200;3'UTR;TSS200;3'UTR;TSS200;TSS200,hg19
cg01397139,chr7,27213966,Island,HOXA10;HOXA10,TSS200;Body,hg19
cg00765655,chr1,6304199,N_Shore,HES3,TSS200,hg19
cg14031059,chr19,19626956,Island,NDUFA13;TSSK6,TSS200;TSS1500,hg19
cg21487207,chr12,54410576,N_Shore,HOXC4;HOXC6;HOXC5,TSS200;TSS200;TSS200,hg19
cg11651285,chr20,21494762,Island,NKX2-2,TSS200,hg19
cg02674588,chr19,17982716,Island,SLC5A5,TSS200,hg19
cg13901819,chr4,151937026,Island,LRBA,TSS200,hg19
cg27336178,chr9,139971800,Island,UAP1L1,TSS200,hg19
cg14471793,chr15,66994547,Island,SMAD6;SMAD6,TSS200;TSS200,hg19
cg10915772,chr7,12610078,N_Shore,SCIN,TSS200,hg19
cg02375503,chr15,69591110,N_Shore,PAQR5,TSS200,hg19
cg16358257,chr10,112836609,Island,ADRA2A,TSS200,hg19
cg11271605,chr7,87936282,OpenSea,STEAP4,TSS200,hg19
cg23976464,chr17,32483950,N_Shore,ACCN1,TSS200,hg19
cg07095995,chr4,110223980,Island,COL25A1;COL25A1,TSS200;TSS200,hg19
cg06303875,chr13,28543515,Island,CDX2,TSS200,hg19
cg23008606,chr8,26722933,Island,ADRA1A;ADRA1A;ADRA1A;ADRA1A,TSS200;TSS200;TSS200;TSS200,hg19
cg13563405,chr8,17942526,S_Shore,ASAH1;ASAH1;ASAH1,TSS200;TSS200;TSS1500,hg19
cg01272400,chr10,95326248,Island,GPR120,TSS200,hg19
cg00735923,chr7,117119963,OpenSea,CFTR,TSS200,hg19
cg09700602,chr3,58223062,N_Shore,ABHD6,TSS200,hg19
cg15237923,chr8,4852424,Island,CSMD1,TSS200,hg19
cg06624291,chr20,21494689,Island,NKX2-2,TSS200,hg19
cg00096922,chr7,96654185,Island,DLX5,TSS200,hg19
cg11880652,chr10,102505268,Island,PAX2;PAX2;PAX2;PAX2;PAX2,TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg08711858,chr5,172756550,Island,STC2,TSS200,hg19
cg27081603,chr5,175788876,Island,KIAA1191;KIAA1191;KIAA1191,TSS200;TSS200;TSS200,hg19
cg13219108,chr20,9495130,N_Shore,C20orf103,TSS200,hg19
cg25922125,chr7,127225783,Island,GCC1,TSS200,hg19
cg08806153,chr2,176971961,Island,HOXD11,TSS200,hg19
cg20741169,chr7,27205159,Island,HOXA9,TSS200,hg19
cg04949206,chr2,176971971,Island,HOXD11,TSS200,hg19
cg21431041,chr2,162272536,N_Shore,TBR1,TSS200,hg19
cg06198190,chr12,113909993,Island,LHX5,TSS200,hg19
cg08614481,chr6,78173250,Island,HTR1B,TSS200,hg19
cg26554592,chr10,108924398,Island,SORCS1;SORCS1,TSS200;TSS200,hg19
cg14741939,chr3,147127137,Island,ZIC1,TSS200,hg19
cg15554555,chr11,69634384,Island,FGF3,TSS200,hg19
cg18537001,chr1,38230834,Island,EPHA10;EPHA10,TSS200;TSS200,hg19
cg19694200,chr20,55204351,Island,TFAP2C,TSS200,hg19
cg19993589,chr1,177140510,S_Shore,FAM5B,TSS200,hg19
cg24326142,chr1,110453144,Island,CSF1;CSF1;CSF1;CSF1,TSS200;TSS200;TSS200;TSS200,hg19
cg23047434,chr12,54410491,N_Shore,HOXC4;HOXC6;HOXC5,TSS200;TSS200;TSS200,hg19
cg17323027,chr17,47572610,Island,NGFR,TSS200,hg19
cg27631427,chr18,47088306,Island,LIPG,TSS200,hg19
cg08267002,chr2,74741573,Island,TLX2,TSS200,hg19
cg21977256,chr17,59477112,Island,TBX2,TSS200,hg19
cg27358585,chr6,31240050,Island,HLA-C,TSS200,hg19
cg00247599,chr6,27777649,N_Shore,HIST1H3H,TSS200,hg19
cg22529861,chr11,11643697,Island,GALNTL4,TSS200,hg19
cg15139949,chr11,124735227,Island,ROBO3,TSS200,hg19
cg09969043,chr15,96868971,S_Shelf,NR2F2,TSS200,hg19
cg24732574,chr8,97505818,Island,SDC2,TSS200,hg19
cg20293594,chr7,27196296,Island,HOXA7,TSS200,hg19
cg18041207,chr13,72441404,S_Shore,DACH1;DACH1;DACH1,TSS200;TSS200;TSS200,hg19
cg16706631,chr6,26204823,Island,HIST1H4E,TSS200,hg19
cg18540871,chr6,143832937,Island,FUCA2,TSS200,hg19
cg18535445,chr6,150464117,Island,PPP1R14C,TSS200,hg19
cg22449107,chr17,59477220,Island,TBX2,TSS200,hg19
cg11196237,chr10,102890886,N_Shore,TLX1;TLX1NB;TLX1NB,TSS200;1stExon;5'UTR,hg19
cg21263122,chr14,38677095,N_Shore,SSTR1,TSS200,hg19
cg06499484,chr2,182521882,Island,CERKL;CERKL;CERKL;CERKL;CERKL;CERKL;CERKL,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg26299174,chr1,23751369,Island,TCEA3,TSS200,hg19
cg04755571,chr6,39282331,S_Shore,KCNK17;KCNK17,TSS200;TSS200,hg19
cg18825078,chr8,121824330,Island,SNTB1,TSS200,hg19
cg05990544,chr6,27841314,S_Shore,HIST1H4L;HIST1H3I,TSS200;TSS1500,hg19
cg01731920,chr6,150285031,Island,ULBP1,TSS200,hg19
cg01941671,chr4,81952099,Island,BMP3,TSS200,hg19
cg08297094,chr19,33166201,Island,ANKRD27;RGS9BP,TSS200;TSS200,hg19
cg22437161,chr7,155605081,Island,SHH,TSS200,hg19
cg13935310,chr11,107461639,N_Shore,ELMOD1;ELMOD1;LOC643923,TSS200;TSS200;TSS1500,hg19
cg03226000,chr16,55690378,Island,SLC6A2,TSS200,hg19
cg05643503,chr1,3713094,Island,LRRC47,TSS200,hg19
cg18470689,chr19,2236471,Island,PLEKHJ1;SF3A2,TSS200;TSS1500,hg19
cg19747357,chr1,61547866,N_Shore,NFIA;NFIA;NFIA;NFIA,TSS200;Body;Body;TSS200,hg19
cg07733800,chr11,112831841,N_Shore,NCAM1;NCAM1;NCAM1,TSS200;TSS200;TSS200,hg19
cg26836233,chr3,10857800,Island,SLC6A11,TSS200,hg19
cg00772868,chr6,151814981,Island,C6orf97,TSS200,hg19
cg19384032,chr8,29208240,Island,DUSP4,TSS200,hg19
cg06424860,chr5,50678773,Island,ISL1,TSS200,hg19
cg19974854,chr5,145718491,Island,POU4F3,TSS200,hg19
cg13363454,chr12,71833613,Island,LGR5,TSS200,hg19
cg22675486,chr1,165414544,OpenSea,RXRG;RXRG,TSS200;TSS200,hg19
cg09410234,chr1,111217715,Island,KCNA3,TSS200,hg19
cg02964724,chr11,2292361,Island,ASCL2,TSS200,hg19
cg09088257,chr3,98451398,Island,ST3GAL6,TSS200,hg19
cg21161492,chr7,127225823,Island,GCC1,TSS200,hg19
cg12839593,chr14,61116227,Island,SIX1,TSS200,hg19
cg11562513,chr15,45406402,N_Shore,DUOX2;DUOXA2,TSS200;TSS200,hg19
cg17712828,chr10,94833632,Island,CYP26A1;CYP26A1,TSS200;5'UTR,hg19
cg05958510,chr12,89746351,Island,DUSP6;DUSP6,TSS200;TSS200,hg19
cg12886694,chr6,27832992,N_Shore,HIST1H2AL,TSS200,hg19
cg02829706,chr17,59477081,Island,TBX2,TSS200,hg19
cg10185119,chr2,200325426,Island,SATB2,TSS200,hg19
cg23576260,chr20,44600978,Island,ZNF335,TSS200,hg19
cg15784332,chr19,18902172,Island,COMP,TSS200,hg19
cg04346113,chr14,38677165,Island,SSTR1,TSS200,hg19
cg06037943,chr4,109088038,Island,LEF1;LOC641518;LEF1;LEF1;LEF1,TSS200;TSS1500;Body;Body;Body,hg19
cg02550277,chr6,137815699,N_Shore,OLIG3,TSS200,hg19
cg11683764,chr1,201915757,OpenSea,LMOD1,TSS200,hg19
cg05362516,chr16,54965089,Island,IRX5,TSS200,hg19
cg03267342,chr9,110252200,Island,KLF4,TSS200,hg19
cg08971771,chr17,48049979,Island,DLX4;DLX4,TSS200;Body,hg19
cg03412735,chr16,68482518,Island,SMPD3,TSS200,hg19
cg07803108,chr17,42081927,N_Shore,NAGS;PYY,TSS200;TSS200,hg19
cg09222749,chr1,75594053,N_Shore,LHX8,TSS200,hg19
cg18369866,chr5,145718392,Island,POU4F3,TSS200,hg19
cg19523085,chr21,28339477,Island,ADAMTS5,TSS200,hg19
cg23032032,chr14,38064513,Island,FOXA1,TSS200,hg19
cg27598621,chr11,125034439,Island,PKNOX2,TSS200,hg19
cg20910807,chr20,57875384,Island,EDN3;EDN3;EDN3;EDN3,TSS200;TSS200;TSS200;TSS200,hg19
cg04932230,chr10,54073878,N_Shore,DKK1,TSS200,hg19
cg09636671,chr1,201915873,OpenSea,LMOD1,TSS200,hg19
cg18719750,chr8,97505788,Island,SDC2,TSS200,hg19
cg24495684,chr15,53082249,Island,ONECUT1,TSS200,hg19
cg09378691,chr20,44600971,Island,ZNF335,TSS200,hg19
cg25741023,chr10,102891019,Island,TLX1;TLX1NB,TSS200;TSS200,hg19
cg12730843,chr1,201915899,OpenSea,LMOD1,TSS200,hg19
cg03865667,chr13,58205678,N_Shore,PCDH17,TSS200,hg19
cg05162533,chr17,74137399,Island,FOXJ1,TSS200,hg19
cg16205854,chr20,57875318,Island,EDN3;EDN3;EDN3;EDN3,TSS200;TSS200;TSS200;TSS200,hg19
cg17221315,chr6,27791827,Island,HIST1H4J,TSS200,hg19
cg14859460,chr5,178422244,Island,GRM6,TSS200,hg19
cg06824134,chr2,45878977,Island,PRKCE,TSS200,hg19
cg17762168,chr6,30585409,Island,MRPS18B;PPP1R10,TSS200;TSS1500,hg19
cg06769202,chr7,27142535,N_Shore,HOXA2,TSS200,hg19
cg04004632,chr2,162272604,N_Shore,TBR1,TSS200,hg19
cg11199713,chr13,112721773,Island,SOX1,TSS200,hg19
cg14613832,chr10,94833615,Island,CYP26A1;CYP26A1,TSS200;5'UTR,hg19
cg21461649,chr7,117119938,OpenSea,CFTR,TSS200,hg19
cg11868900,chr8,49648035,S_Shore,EFCAB1;EFCAB1;EFCAB1,TSS200;TSS200;TSS200,hg19
cg05651960,chr7,130419064,Island,KLF14,TSS200,hg19
cg09308336,chr2,211090247,S_Shore,ACADL,TSS200,hg19
cg12775935,chr11,71639636,OpenSea,RNF121;LOC100133315;RNF121;RNF121,TSS200;TSS200;TSS200;TSS200,hg19
cg04838147,chr10,26505069,Island,GAD2;GAD2,TSS200;TSS200,hg19
cg20375342,chr3,68981895,Island,FAM19A4;FAM19A4,TSS200;TSS200,hg19
cg02952828,chr8,99956559,Island,OSR2;OSR2,TSS200;TSS200,hg19
cg05530751,chr10,45869477,Island,ALOX5,TSS200,hg19
cg03215137,chr12,54393687,Island,HOXC9,TSS200,hg19
cg21515349,chr17,42082028,Island,NAGS;PYY,TSS200;TSS200,hg19
cg14872260,chr4,55095209,N_Shore,PDGFRA,TSS200,hg19
cg19625116,chr11,94276903,Island,FUT4,TSS200,hg19
cg15722151,chr19,12946231,S_Shore,RTBDN,TSS200,hg19
cg08912317,chr7,12610175,Island,SCIN,TSS200,hg19
cg10935550,chr1,203274660,Island,BTG2,TSS200,hg19
cg10460820,chr4,94749921,Island,ATOH1,TSS200,hg19
cg24568842,chr10,90967160,N_Shore,CH25H,TSS200,hg19
cg26452434,chr9,92219745,N_Shore,GADD45G,TSS200,hg19
cg22777724,chr17,46622516,S_Shore,HOXB2,TSS200,hg19
cg00974935,chr6,106959535,N_Shore,AIM1,TSS200,hg19
cg17339147,chr7,116963500,Island,WNT2;WNT2,TSS200;TSS200,hg19
cg08571049,chr19,2236450,Island,PLEKHJ1;SF3A2,TSS200;TSS1500,hg19
cg16235861,chr10,95653642,Island,TMEM20;TMEM20,TSS200;TSS200,hg19
cg06996609,chr2,172950116,Island,DLX1;DLX1,TSS200;TSS200,hg19
cg09083579,chr20,23030434,Island,THBD,TSS200,hg19
cg02680254,chr11,34378975,Island,ABTB2,TSS200,hg19
cg01909487,chr1,59249911,Island,JUN,TSS200,hg19
cg02952361,chr6,36355661,Island,ETV7,TSS200,hg19
cg17896249,chr16,67225987,OpenSea,E2F4,TSS200,hg19
cg12163730,chr1,160039962,N_Shore,KCNJ10,TSS200,hg19
cg03596678,chr6,151814994,Island,C6orf97,TSS200,hg19
cg17632565,chr10,180225,N_Shore,ZMYND11;ZMYND11;ZMYND11,TSS200;TSS200;TSS200,hg19
cg12923585,chr5,132149015,Island,ANKRD43,TSS200,hg19
cg16028986,chr2,74881292,N_Shore,SEMA4F,TSS200,hg19
cg02728050,chr10,50818153,Island,SLC18A3;CHAT,TSS200;5'UTR,hg19
cg13488201,chr10,128077323,Island,ADAM12;ADAM12,TSS200;TSS200,hg19
cg16314401,chr2,73144481,Island,EMX1,TSS200,hg19
cg16150677,chr14,92980033,Island,RIN3,TSS200,hg19
cg23111830,chr13,95364510,Island,SOX21,TSS200,hg19
cg20879959,chr6,29910208,Island,HLA-A,TSS200,hg19
cg17000044,chr17,39891032,Island,HAP1;HAP1;HAP1,TSS200;TSS200;TSS200,hg19
cg13601496,chr21,28339487,Island,ADAMTS5,TSS200,hg19
cg01460227,chr7,93204086,Island,CALCR;CALCR,TSS200;TSS200,hg19
cg26780998,chr6,46703251,Island,PLA2G7;PLA2G7,TSS200;5'UTR,hg19
cg09148494,chr19,55866345,S_Shore,COX6B2;FAM71E2,TSS200;3'UTR,hg19
cg08370996,chr15,96874031,Island,NR2F2;NR2F2,TSS200;Body,hg19
cg03874199,chr2,176964456,Island,HOXD12,TSS200,hg19
cg18317494,chr8,22014496,Island,LGI3,TSS200,hg19
cg17371081,chr11,20690957,Island,NELL1;NELL1,TSS200;TSS200,hg19
cg20986996,chr6,134210159,N_Shore,TCF21;TCF21,TSS200;TSS200,hg19
cg18840461,chr5,132148865,Island,ANKRD43,TSS200,hg19
cg08120331,chr5,139422953,Island,NRG2;NRG2;NRG2;NRG2,TSS200;TSS200;TSS200;TSS200,hg19
cg18061904,chr2,158454110,Island,ACVR1C;ACVR1C;ACVR1C;ACVR1C,TSS200;Body;Body;Body,hg19
cg24248713,chr18,31803615,Island,NOL4,TSS200,hg19
cg12743978,chr21,19617145,Island,CHODL,TSS200,hg19
cg01511379,chr7,86273091,OpenSea,GRM3,TSS200,hg19
cg11490751,chr8,37654258,Island,GPR124,TSS200,hg19
cg25103492,chr5,44388958,OpenSea,FGF10,TSS200,hg19
cg10521638,chr4,74734919,Island,CXCL1,TSS200,hg19
cg24558425,chr1,34631613,S_Shore,CSMD2;C1orf94,TSS200;TSS1500,hg19
cg09357097,chr17,46688490,Island,HOXB7,TSS200,hg19
cg00443971,chr4,174451398,Island,HAND2;NBLA00301,TSS200;TSS1500,hg19
cg00241218,chr6,31325000,Island,HLA-B,TSS200,hg19
cg14654951,chr6,30585361,Island,MRPS18B;PPP1R10,TSS200;TSS1500,hg19
cg21574400,chr18,47088309,Island,LIPG,TSS200,hg19
cg15703632,chr2,223163725,Island,PAX3;PAX3;PAX3;CCDC140;PAX3;PAX3;PAX3;PAX3;PAX3,TSS200;TSS200;TSS200;5'UTR;TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg26710722,chr1,40782991,Island,COL9A2,TSS200,hg19
cg01425405,chr17,48072705,N_Shore,DLX3,TSS200,hg19
cg27294582,chr17,46692454,S_Shore,HOXB8,TSS200,hg19
cg15468095,chr16,31214401,S_Shore,PYCARD;PYCARD,TSS200;TSS200,hg19
cg09351859,chr5,49962613,Island,PARP8,TSS200,hg19
cg11997899,chr7,96654183,Island,DLX5,TSS200,hg19
cg24139737,chr10,50323708,Island,C10orf72;C10orf72,TSS200;TSS200,hg19
cg25767906,chr1,53392781,N_Shore,SCP2;SCP2,TSS200;TSS200,hg19
cg25808906,chr3,186080023,Island,DGKG;DGKG;DGKG,TSS200;TSS200;TSS200,hg19
cg02521930,chr20,44600922,Island,ZNF335,TSS200,hg19
cg10406295,chr8,41167113,Island,SFRP1,TSS200,hg19
cg24184687,chr10,1779760,Island,ADARB2,TSS200,hg19
cg06532544,chr11,19734717,Island,NAV2;NAV2;NAV2;LOC100126784,TSS200;TSS200;Body;Body,hg19
cg09232937,chr5,3595970,Island,IRX1,TSS200,hg19
cg05021896,chr14,51562526,S_Shore,TRIM9;TRIM9,TSS200;TSS200,hg19
cg24236085,chr1,34631450,S_Shore,CSMD2;C1orf94,TSS200;TSS1500,hg19
cg16673106,chr5,100239071,Island,ST8SIA4;ST8SIA4,TSS200;TSS200,hg19
cg18423859,chr18,60986742,Island,BCL2;BCL2,TSS200;TSS200,hg19
cg26002103,chr2,172967612,Island,DLX2,TSS200,hg19
cg23827572,chr12,114846313,Island,TBX5;TBX5,TSS200;TSS200,hg19
cg19797376,chr1,47695475,N_Shore,TAL1,TSS200,hg19
cg10686550,chr10,6020330,S_Shore,IL15RA;IL15RA,TSS200;TSS1500,hg19
cg19283196,chr4,48485233,N_Shore,SLC10A4,TSS200,hg19
cg20659378,chr11,71639748,OpenSea,RNF121;LOC100133315;RNF121;RNF121,TSS200;TSS1500;TSS200;TSS200,hg19
cg16667279,chr19,11591998,Island,ELAVL3;ELAVL3,TSS200;TSS200,hg19
cg05942128,chr2,176972020,Island,HOXD11,TSS200,hg19
cg13509849,chr14,90527972,Island,KCNK13,TSS200,hg19
cg07312099,chr8,17942583,S_Shore,ASAH1;ASAH1;ASAH1,TSS200;TSS200;TSS1500,hg19
cg10767336,chr12,5019066,Island,KCNA1,TSS200,hg19
cg18815025,chr2,85980731,Island,ATOH8,TSS200,hg19
cg09550809,chr5,78407562,OpenSea,BHMT,TSS200,hg19
cg19148051,chr1,3713096,Island,LRRC47,TSS200,hg19
cg01606085,chr4,166794267,N_Shore,TLL1,TSS200,hg19
cg10441934,chr10,100995640,S_Shore,HPSE2;HPSE2;HPSE2;HPSE2,TSS200;TSS200;TSS200;TSS200,hg19
cg03431972,chr5,153857918,Island,HAND1,TSS200,hg19
cg26386624,chr12,54366859,Island,HOXC11,TSS200,hg19
cg08190291,chr21,28339442,Island,ADAMTS5,TSS200,hg19
cg05030481,chr5,1445593,Island,SLC6A3,TSS200,hg19
cg25938646,chr13,84456681,S_Shelf,SLITRK1,TSS200,hg19
cg07593839,chr6,6007755,Island,NRN1,TSS200,hg19
