Name,chr,pos,Relation_to_Island,UCSC_RefGene_Name,UCSC_RefGene_Group,hg,clock,weight_clock
cg05201970,chr5,45696206,Island,HCN1;HCN1,5'UTR;1stExon,hg19,AGE,1
cg07849604,chr3,129693134,Island,TRH,TSS200,hg19,AGE,1
cg19594218,chr1,62660556,Island,L1TD1;L1TD1;L1TD1;L1TD1,1stExon;5'UTR;5'UTR;1stExon,hg19,AGE,1
cg11755560,chr7,56551492,Island,,,hg19,AGE,1
cg03909500,chr5,33936597,Island,RXFP3;RXFP3,1stExon;5'UTR,hg19,AGE,1
cg04454086,chr5,140345966,N_Shore,PCDHAC2;PCDHA7;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA6;PCDHA1;PCDHA2;PCDHA1;PCDHA9;PCDHAC2;PCDHA13;PCDHA5;PCDHAC1;PCDHA3;PCDHAC2;PCDHA10,1stExon;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;TSS1500;Body;Body;Body;Body;5'UTR;Body,hg19,AGE,1
cg06668555,chr8,139509129,Island,FAM135B,TSS200,hg19,AGE,1
cg27378835,chr2,172950626,N_Shore,DLX1;DLX1,1stExon;1stExon,hg19,AGE,1
cg09388605,chr8,56013800,Island,XKR4,TSS1500,hg19,AGE,1
cg23191956,chr14,29235123,Island,FOXG1,TSS1500,hg19,AGE,1
cg24369185,chr6,41341601,Island,,,hg19,AGE,1
cg04471914,chr7,153749310,Island,DPP6;DPP6;DPP6,TSS200;TSS200;Body,hg19,AGE,1
cg08159065,chr5,160976278,S_Shore,GABRB2;GABRB2,TSS1500;TSS1500,hg19,AGE,1
cg02359855,chr9,134420892,OpenSea,,,hg19,AGE,1
cg02497747,chr19,12305675,Island,LOC100289333,TSS200,hg19,AGE,1
cg05413022,chr11,4081545,OpenSea,STIM1;STIM1;STIM1,Body;Body;Body,hg19,AGE,-1
cg15873149,chr3,147137180,Island,,,hg19,AGE,1
cg11012061,chr5,145722468,Island,,,hg19,AGE,1
cg01566235,chr14,36991101,Island,,,hg19,AGE,1
cg06281297,chr11,2890190,N_Shore,KCNQ1DN,TSS1500,hg19,AGE,1
cg14168923,chr13,28366606,Island,GSX1,TSS200,hg19,AGE,1
cg23478098,chr5,87972122,N_Shore,LOC645323;LOC645323,Body;Body,hg19,AGE,1
cg15588941,chr3,48936565,S_Shore,SLC25A20,TSS200,hg19,AGE,-1
cg15841063,chr1,63789500,Island,FOXD3,1stExon,hg19,AGE,1
cg13314145,chr7,98246001,Island,NPTX2,TSS1500,hg19,AGE,1
cg07104660,chr8,67873511,Island,,,hg19,AGE,1
cg18405719,chr3,153242,OpenSea,,,hg19,AGE,-1
cg18437365,chr13,112717484,S_Shore,,,hg19,AGE,1
cg09360770,chr16,86600326,Island,FOXC2,TSS1500,hg19,AGE,1
cg26380443,chr5,140625240,N_Shore,PCDHB15,1stExon,hg19,AGE,1
cg22538780,chr8,77585448,OpenSea,LOC100192378,Body,hg19,AGE,1
cg07299606,chr2,201756363,OpenSea,NIF3L1;NIF3L1;NIF3L1;NIF3L1,5'UTR;5'UTR;5'UTR;TSS1500,hg19,AGE,-1
cg16361966,chr10,124905786,Island,,,hg19,AGE,1
cg18326021,chr10,106401479,Island,SORCS3,1stExon,hg19,AGE,1
cg10997627,chr7,97363080,S_Shore,TAC1;TAC1;TAC1;TAC1,Body;Body;Body;Body,hg19,AGE,1
cg22618215,chr3,62354489,Island,,,hg19,AGE,1
cg20852846,chr19,3868872,Island,ZFR2;ZFR2;ZFR2,Body;Body;Body,hg19,AGE,1
cg07339122,chr1,32430168,OpenSea,,,hg19,AGE,-1
cg11960359,chr8,142339068,OpenSea,,,hg19,AGE,-1
cg10068417,chr13,50706583,N_Shore,,,hg19,AGE,1
cg04737283,chr3,36805426,N_Shore,,,hg19,AGE,1
cg13647155,chr5,176046497,Island,,,hg19,AGE,1
cg22350070,chr2,79738639,N_Shore,CTNNA2;CTNNA2,TSS1500;TSS1500,hg19,AGE,1
cg08319079,chr2,45160224,S_Shore,,,hg19,AGE,1
cg06357321,chr21,34809226,OpenSea,IFNGR2;TMEM50B,Body;Body,hg19,AGE,-1
cg00970361,chr15,60288348,N_Shore,,,hg19,AGE,1
cg20277905,chr20,61809716,Island,MIR124-3,TSS200,hg19,AGE,1
cg24621437,chr10,108924560,Island,SORCS1;SORCS1,TSS1500;TSS1500,hg19,AGE,1
cg06401021,chr6,55443868,Island,HMGCLL1;HMGCLL1;HMGCLL1;HMGCLL1,1stExon;5'UTR;1stExon;5'UTR,hg19,AGE,1
cg24631913,chr5,87971905,Island,LOC645323;LOC645323,Body;Body,hg19,AGE,1
cg03908771,chr11,65113148,OpenSea,DPF2;DPF2,ExonBnd;Body,hg19,AGE,-1
cg11735997,chr11,30039113,Island,KCNA4,TSS1500,hg19,AGE,1
cg07069658,chr1,155018607,OpenSea,LOC100505666;DCST1;DCST1;DCST1;DCST1;LOC100505666,Body;ExonBnd;ExonBnd;Body;Body;Body,hg19,AGE,-1
cg10331779,chr5,11904811,S_Shore,CTNND2,TSS1500,hg19,AGE,1
cg02268013,chr9,71650331,N_Shore,FXN;FXN;FXN,TSS200;TSS200;TSS200,hg19,AGE,-1
cg16321280,chr11,44332972,S_Shore,ALX4,TSS1500,hg19,AGE,1
cg10778288,chr12,113917994,Island,,,hg19,AGE,1
cg21461100,chr19,46477338,OpenSea,NOVA2,TSS1500,hg19,AGE,1
cg22857085,chr4,85403223,N_Shore,,,hg19,AGE,1
cg01036351,chr2,207506480,N_Shore,LOC200726,TSS1500,hg19,AGE,1
cg18428134,chr9,111929752,S_Shore,C9orf4,TSS200,hg19,AGE,1
cg23085882,chr19,893253,Island,MED16,TSS200,hg19,AGE,-1
cg00741333,chr6,43197675,S_Shore,C6orf108;C6orf108,TSS1500;TSS1500,hg19,AGE,-1
cg08301612,chr17,43228571,S_Shore,HEXIM1;HEXIM1,1stExon;3'UTR,hg19,AGE,-1
cg15726426,chr1,111216839,Island,KCNA3,1stExon,hg19,AGE,1
cg03905867,chr11,31821064,Island,PAX6;PAX6;PAX6,Body;Body;Body,hg19,AGE,1
cg14956197,chr14,36993831,Island,,,hg19,AGE,1
cg01330312,chr10,51567670,S_Shelf,NCOA4;NCOA4;NCOA4,5'UTR;5'UTR;5'UTR,hg19,AGE,-1
cg22531105,chr1,114694941,N_Shore,SYT6;SYT6;SYT6,1stExon;5'UTR;5'UTR,hg19,AGE,1
cg06743075,chr16,3108041,N_Shore,MMP25;MMP25-AS1,Body;Body,hg19,AGE,-1
cg00630637,chr16,20085353,S_Shore,GPR139,TSS1500,hg19,AGE,1
cg14668802,chr1,63787273,Island,FOXD3-AS1;FOXD3-AS1;FOXD3-AS1;FOXD3-AS1;FOXD3,Body;Body;Body;Body;TSS1500,hg19,AGE,1
cg10567810,chr18,11149068,Island,FAM38B,TSS1500,hg19,AGE,1
cg00484358,chr1,110610995,Island,ALX3,Body,hg19,AGE,1
cg07123069,chr12,54367250,Island,HOXC11,1stExon,hg19,AGE,1
cg19555331,chr4,147561900,Island,POU4F2,Body,hg19,AGE,1
cg02278742,chr9,130887345,N_Shelf,PTGES2;PTGES2;PTGES2,Body;5'UTR;5'UTR,hg19,AGE,-1
cg06830659,chr16,62070746,S_Shore,CDH8,TSS200,hg19,AGE,1
cg00003036,chr8,132054735,Island,,,hg19,AGE,1
cg02159381,chr11,122852523,Island,BSX,TSS200,hg19,AGE,1
cg14321284,chr9,137186149,OpenSea,,,hg19,AGE,-1
cg06585203,chr6,159238500,N_Shore,EZR;EZR,Body;Body,hg19,AGE,-1
cg15353501,chr20,21492749,Island,NKX2-2,Body,hg19,AGE,1
cg05817709,chr11,63304098,OpenSea,RARRES3,TSS200,hg19,AGE,-1
cg15988204,chr6,31856617,N_Shore,EHMT2;EHMT2,Body;Body,hg19,AGE,-1
cg11676902,chr6,100061972,Island,PRDM13,Body,hg19,AGE,1
cg23929344,chr14,36975402,Island,SFTA3,Body,hg19,AGE,1
cg11338643,chr6,166580983,Island,T,Body,hg19,AGE,1
cg22977317,chr6,2842550,S_Shore,SERPINB1,TSS1500,hg19,AGE,-1
cg01729827,chr20,54579084,Island,CBLN4,1stExon,hg19,AGE,1
cg25183989,chr20,58508586,Island,SYCP2,TSS1500,hg19,AGE,1
cg13478228,chr18,70209432,Island,CBLN2,5'UTR,hg19,AGE,1
cg08368654,chr6,1378868,Island,,,hg19,AGE,1
cg12149911,chr8,61194292,S_Shore,CA8,TSS1500,hg19,AGE,1
cg08214995,chr16,22826243,Island,HS3ST2,1stExon,hg19,AGE,1
cg02482218,chr16,12995568,Island,SHISA9;SHISA9;SHISA9;SHISA9,5'UTR;1stExon;1stExon;5'UTR,hg19,AGE,1
cg12259537,chr19,58514694,S_Shore,ZNF606;ZNF606,5'UTR;1stExon,hg19,AGE,1
cg08757963,chr7,154862028,Island,HTR5A;HTR5A-AS1,TSS200;Body,hg19,AGE,1
cg17478979,chr6,149772150,Island,ZC3H12D,Body,hg19,AGE,1
cg27052113,chr19,47951305,Island,SLC8A2,Body,hg19,AGE,1
cg08065657,chr19,52223099,Island,HAS1,Body,hg19,AGE,1
cg26885268,chr7,149389941,Island,,,hg19,AGE,1
cg25242557,chr11,31833264,Island,PAX6;PAX6;PAX6,TSS1500;5'UTR;TSS1500,hg19,AGE,1
cg02571816,chr19,38747378,Island,PPP1R14A,TSS1500,hg19,AGE,1
cg05941575,chr18,48255545,Island,MAPK4,Body,hg19,AGE,1
cg12782992,chr11,9026055,Island,NRIP3,TSS1500,hg19,AGE,1
cg17916490,chr2,11810173,Island,NTSR2,1stExon,hg19,AGE,1
cg21074260,chr11,45307563,Island,SYT13,Body,hg19,AGE,1
cg22620071,chr5,113142754,OpenSea,,,hg19,AGE,-1
cg04232972,chr16,30671644,S_Shore,,,hg19,AGE,-1
cg08332990,chr4,997351,Island,IDUA,Body,hg19,AGE,1
cg00099976,chr13,26625273,Island,SHISA2,TSS200,hg19,AGE,1
cg25772438,chr19,37329517,Island,ZNF790,TSS1500,hg19,AGE,1
cg23582836,chr12,54348709,Island,HOXC12,TSS200,hg19,AGE,1
cg24236591,chr20,21082729,Island,,,hg19,AGE,1
cg07639489,chr4,174459743,Island,NBLA00301,Body,hg19,AGE,1
cg04006722,chr4,157997173,Island,GLRB;GLRB;GLRB,TSS1500;TSS200;TSS200,hg19,AGE,1
cg11831238,chr11,20182021,Island,DBX1,TSS200,hg19,AGE,1
cg10967350,chr3,2141304,Island,CNTN4,TSS1500,hg19,AGE,1
cg15393937,chr11,2161383,Island,INS-IGF2;IGF2AS;IGF2;IGF2;IGF2AS;IGF2,Body;TSS1500;Body;5'UTR;TSS1500;TSS1500,hg19,AGE,1
cg07135732,chr1,91184290,Island,BARHL2,TSS1500,hg19,AGE,1
cg18987410,chr11,124791197,Island,HEPACAM,Body,hg19,AGE,1
cg11045943,chr7,127881293,Island,LEP,TSS200,hg19,AGE,1
cg16435923,chr5,140744155,Island,PCDHGA4;PCDHGA2;PCDHGA5;PCDHGB2;PCDHGA1;PCDHGB1;PCDHGA3;PCDHGA5,Body;Body;1stExon;Body;Body;Body;Body;1stExon,hg19,AGE,1
cg23934731,chr15,89904873,Island,,,hg19,AGE,1
cg25889711,chr10,102473609,Island,,,hg19,AGE,1
cg14620941,chr9,139776929,N_Shelf,,,hg19,AGE,-1
cg20842326,chr7,157476887,Island,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body,hg19,AGE,1
cg25844767,chr19,52704819,OpenSea,PPP2R1A;PPP2R1A,Body;Body,hg19,AGE,-1
cg18309927,chr8,65285841,N_Shore,MIR124-2HG;MIR124-2HG,TSS200;Body,hg19,AGE,1
cg07363855,chr1,2984470,Island,PRDM16;PRDM16;FLJ42875;FLJ42875,TSS1500;TSS1500;TSS200;TSS200,hg19,AGE,1
cg16579484,chr10,33297581,OpenSea,,,hg19,AGE,-1
cg04548589,chr7,46643498,OpenSea,,,hg19,AGE,-1
cg20392615,chr8,125732565,OpenSea,MTSS1,Body,hg19,AGE,-1
cg24151352,chr6,1390838,Island,FOXF2,1stExon,hg19,AGE,1
cg10034890,chr2,230578216,Island,DNER,Body,hg19,AGE,1
cg26698979,chr5,36079366,OpenSea,,,hg19,AGE,-1
cg06819357,chr14,102928437,OpenSea,TECPR2,Body,hg19,AGE,-1
cg18749015,chr6,45631363,Island,,,hg19,AGE,1
cg22346476,chr2,208546089,Island,,,hg19,AGE,1
cg15701937,chr10,50604172,Island,DRGX,TSS200,hg19,AGE,1
cg17486101,chr4,113445029,Island,,,hg19,AGE,1
cg04549460,chr8,109095975,S_Shore,RSPO2,TSS200,hg19,AGE,1
cg13974192,chr13,53775410,Island,,,hg19,AGE,1
cg20095233,chr10,118033902,Island,GFRA1;GFRA1,TSS1500;TSS1500,hg19,AGE,1
cg02900766,chr15,58357319,Island,ALDH1A2;ALDH1A2,Body;Body,hg19,AGE,1
cg13461241,chr19,52956771,Island,ZNF578,TSS200,hg19,AGE,1
cg25212131,chr5,140683670,Island,SLC25A2,TSS200,hg19,AGE,1
cg02524946,chr7,35294640,Island,TBX20;TBX20,TSS1500;TSS1500,hg19,AGE,1
cg26174464,chr8,24770189,N_Shore,NEFM,TSS1500,hg19,AGE,1
cg03764976,chr19,15295235,S_Shelf,NOTCH3,Body,hg19,AGE,-1
cg26792704,chr17,72956189,OpenSea,HID1,Body,hg19,AGE,-1
cg19672997,chr14,48144369,Island,MDGA2,TSS1500,hg19,AGE,1
cg18331519,chr8,57358704,Island,PENK;PENK;LOC101929415,5'UTR;TSS200;Body,hg19,AGE,1
cg13867963,chr8,35092878,Island,UNC5D,TSS200,hg19,AGE,1
cg08153621,chr19,53561441,Island,,,hg19,AGE,1
cg07416237,chr13,100548078,Island,CLYBL,3'UTR,hg19,AGE,1
cg11178281,chr14,36983734,Island,SFTA3,TSS1500,hg19,AGE,1
cg26472684,chr6,14763072,OpenSea,,,hg19,AGE,-1
cg05653707,chr10,119304938,Island,EMX2;EMX2;EMX2OS,Body;Body;TSS1500,hg19,AGE,1
cg23018092,chr5,126626364,Island,MEGF10,TSS200,hg19,AGE,1
cg08908489,chr14,64070613,OpenSea,WDR89;WDR89;WDR89,5'UTR;5'UTR;5'UTR,hg19,AGE,1
cg08701814,chr1,1168528,Island,B3GALT6;SDF4;SDF4,1stExon;TSS1500;TSS1500,hg19,AGE,1
cg21215767,chr2,119599819,Island,EN1,3'UTR,hg19,AGE,1
cg07959771,chr7,121956740,Island,,,hg19,AGE,1
cg02177231,chr1,119529930,Island,TBX15,5'UTR,hg19,AGE,1
cg21186299,chr7,100808810,Island,VGF;VGF,1stExon;5'UTR,hg19,AGE,1
cg16063747,chr10,119294173,Island,EMX2OS,Body,hg19,AGE,1
cg15858512,chr17,4872675,S_Shore,CAMTA2;CAMTA2;CAMTA2;CAMTA2,Body;Body;Body;Body,hg19,AGE,1
cg27578811,chr15,83316223,Island,CPEB1,Body,hg19,AGE,1
cg06891043,chr17,7186718,S_Shore,SLC2A4,Body,hg19,AGE,-1
cg14393161,chr15,63340085,N_Shore,TPM1;TPM1;TPM1;TPM1;TPM1;TPM1;TPM1;TPM1;TPM1,TSS1500;TSS1500;Body;Body;Body;Body;Body;Body;Body,hg19,AGE,-1
cg04768697,chr19,15122135,Island,CCDC105,1stExon,hg19,AGE,1
cg17010827,chr1,161141572,OpenSea,B4GALT3,3'UTR,hg19,AGE,-1
cg07815836,chr19,58715351,Island,ZNF274;ZNF274;ZNF274,Body;Body;5'UTR,hg19,AGE,1
cg22224597,chr1,41444871,Island,CTPS,TSS200,hg19,AGE,1
cg17737681,chr2,172952136,Island,DLX1;DLX1,Body;Body,hg19,AGE,1
cg16574209,chr11,60760754,OpenSea,CD6;CD6;CD6;CD6,Body;Body;Body;Body,hg19,AGE,-1
cg25728267,chr15,89148463,Island,LINC01586;LINC01586,TSS1500;TSS200,hg19,AGE,1
cg22915732,chr8,62200518,OpenSea,CLVS1,TSS200,hg19,AGE,1
cg00942432,chr20,60174742,OpenSea,CDH4;CDH4;CDH4,TSS200;Body;Body,hg19,AGE,1
cg22736354,chr6,18122719,Island,NHLRC1,1stExon,hg19,AGE,1
cg00760935,chr4,155411351,Island,DCHS2;DCHS2,1stExon;1stExon,hg19,AGE,1
cg00439658,chr17,72848669,Island,GRIN2C,Body,hg19,AGE,1
cg01939477,chr11,43602879,Island,MIR129-2,TSS200,hg19,AGE,1
cg05494467,chr5,140892308,N_Shore,PCDHGB5;PCDHGC3;PCDHGA6;PCDHGB4;PCDHGA8;PCDHGA12;PCDHGB3;PCDHGA5;PCDHGA1;PCDHGA11;PCDHGA3;PCDHGA2;PCDHGB6;PCDHGA11;PCDHGC5;PCDHGA4;PCDHGB2;PCDHGA10;PCDHGC4;PCDHGB7;PCDHGA9;PCDHGC3;PCDHGB1;PCDHGA7,3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR,hg19,AGE,1
cg21845434,chr16,20085100,Island,GPR139,TSS200,hg19,AGE,1
cg25260137,chr8,65282185,Island,,,hg19,AGE,1
cg16831055,chr22,37731229,Island,,,hg19,AGE,1
cg20553124,chr6,36253157,OpenSea,PNPLA1;PNPLA1;PNPLA1,5'UTR;Body;5'UTR,hg19,AGE,1
cg07599086,chr9,139839560,S_Shore,FBXW5;C8G,TSS1500;TSS200,hg19,AGE,-1
cg06102242,chr16,84336383,OpenSea,WFDC1,Body,hg19,AGE,-1
cg04419610,chr19,48946564,Island,GRIN2D,Body,hg19,AGE,1
cg03893271,chr7,70597458,Island,WBSCR17,TSS1500,hg19,AGE,1
cg02961654,chr5,140201143,N_Shore,PCDHA5;PCDHA5;PCDHA1;PCDHA1;PCDHA2;PCDHA3;PCDHA4,TSS1500;TSS1500;Body;Body;Body;Body;Body,hg19,AGE,1
cg26568372,chr1,91190173,N_Shore,,,hg19,AGE,1
cg13154880,chr4,48486472,Island,SLC10A4,Body,hg19,AGE,1
cg22043588,chr11,17565769,Island,USH1C;USH1C,Body;Body,hg19,AGE,1
cg00585714,chr8,97156859,Island,GDF6,Body,hg19,AGE,1
cg12277416,chr19,2859153,Island,,,hg19,AGE,1
cg25076786,chr3,46511269,OpenSea,,,hg19,AGE,-1
cg14590806,chr7,134854347,N_Shore,C7orf49;C7orf49;C7orf49;C7orf49;C7orf49;C7orf49;C7orf49;C7orf49;C7orf49,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;TSS200;TSS200,hg19,AGE,-1
cg05834878,chr1,1567302,Island,MMP23B;MMP23A,TSS1500;TSS1500,hg19,AGE,1
cg04651603,chr12,54321302,Island,,,hg19,AGE,1
cg20744625,chr10,64578469,Island,EGR2,5'UTR,hg19,AGE,1
cg04669107,chr8,123576652,OpenSea,LOC105375734,Body,hg19,AGE,-1
cg22762215,chr6,29521272,Island,,,hg19,AGE,1
cg24035245,chr1,119535928,Island,,,hg19,AGE,1
cg26220673,chr1,221064700,N_Shore,,,hg19,AGE,1
cg20359994,chr6,27599141,Island,,,hg19,AGE,1
cg18427465,chr14,55737629,N_Shore,FBXO34;FBXO34,TSS1500;TSS1500,hg19,AGE,-1
cg14591280,chr7,71802113,Island,CALN1;CALN1;CALN1,1stExon;5'UTR;Body,hg19,AGE,1
cg18235734,chr1,91301731,Island,,,hg19,AGE,1
cg27092857,chr5,87990591,OpenSea,,,hg19,AGE,1
cg24054190,chr3,192232863,Island,FGF12,Body,hg19,AGE,1
cg07688460,chr4,85417910,Island,NKX6-1,Body,hg19,AGE,1
cg02466815,chr2,177054573,S_Shore,HOXD1,Body,hg19,AGE,1
cg04788390,chr1,17933642,OpenSea,ARHGEF10L;ARHGEF10L,Body;Body,hg19,AGE,-1
cg25097497,chr4,8689975,Island,,,hg19,AGE,1
cg02318784,chr15,27213174,Island,,,hg19,AGE,1
cg00431146,chr14,102532653,OpenSea,,,hg19,AGE,-1
cg15662768,chr20,60795818,Island,HRH3,TSS1500,hg19,AGE,1
cg14421192,chr10,50605707,Island,,,hg19,AGE,1
cg01069941,chr17,58218850,Island,,,hg19,AGE,1
cg26913248,chr2,239755455,Island,TWIST2,TSS1500,hg19,AGE,1
cg09003833,chr3,147079053,S_Shore,,,hg19,AGE,1
cg11641809,chr22,45912278,OpenSea,FBLN1;FBLN1;FBLN1;FBLN1,Body;Body;Body;Body,hg19,AGE,-1
cg25757598,chr8,85097195,Island,RALYL;RALYL;RALYL;RALYL;RALYL,5'UTR;5'UTR;1stExon;5'UTR;5'UTR,hg19,AGE,1
cg17486097,chr8,35093411,Island,UNC5D,Body,hg19,AGE,1
cg12523924,chr5,63255359,Island,,,hg19,AGE,1
cg14068328,chr6,85474087,Island,TBX18,TSS200,hg19,AGE,1
cg22409707,chr3,123207961,OpenSea,,,hg19,AGE,-1
cg08184652,chr2,162270993,Island,,,hg19,AGE,1
cg27333269,chr1,15739283,S_Shelf,EFHD2,Body,hg19,AGE,-1
cg16572603,chr5,140725235,Island,PCDHGA2;PCDHGA3;PCDHGA3;PCDHGA1,Body;1stExon;1stExon;Body,hg19,AGE,1
cg02004723,chr20,42574341,OpenSea,TOX2;TOX2;TOX2;TOX2,5'UTR;Body;TSS200;5'UTR,hg19,AGE,1
cg03109101,chr10,119305095,Island,EMX2;EMX2;EMX2OS,Body;Body;TSS1500,hg19,AGE,1
cg00001747,chr2,105460263,Island,,,hg19,AGE,1
cg21931419,chr14,74893169,Island,TMEM90A,TSS1500,hg19,AGE,1
cg05302338,chr11,91959700,Island,,,hg19,AGE,1
cg19824710,chr1,43995379,N_Shore,PTPRF;PTPRF,TSS1500;TSS1500,hg19,AGE,-1
cg20863756,chr12,6809797,Island,C12orf53;C12orf53,5'UTR;1stExon,hg19,AGE,1
cg08252387,chr5,87970950,Island,LOC645323;LOC645323,Body;Body,hg19,AGE,1
cg06228507,chr20,61637360,Island,BHLHE23;BHLHE23,3'UTR;1stExon,hg19,AGE,1
cg02042310,chr1,46940420,Island,,,hg19,AGE,1
cg06330691,chr11,78673290,S_Shore,ODZ4,Body,hg19,AGE,1
cg13062754,chr15,89905516,Island,,,hg19,AGE,1
cg13218707,chr11,118900557,N_Shore,SLC37A4;SLC37A4;SLC37A4;SLC37A4;SLC37A4,5'UTR;5'UTR;5'UTR;5'UTR;TSS1500,hg19,AGE,-1
cg07955474,chr16,85935556,S_Shelf,IRF8,5'UTR,hg19,AGE,-1
cg05100419,chr2,237082073,Island,,,hg19,AGE,1
cg19702785,chr20,43727089,Island,KCNS1,Body,hg19,AGE,1
cg02620013,chr13,49794681,Island,MLNR,1stExon,hg19,AGE,1
cg27277532,chr16,86321612,S_Shore,,,hg19,AGE,1
cg05756220,chr11,30038685,Island,KCNA4,TSS200,hg19,AGE,1
cg22362073,chr2,61887708,OpenSea,,,hg19,AGE,-1
cg16135716,chr12,14133887,N_Shore,GRIN2B,TSS1500,hg19,AGE,1
cg22234080,chr22,29876942,Island,NEFH,1stExon,hg19,AGE,1
cg00272971,chr10,102419564,Island,,,hg19,AGE,1
cg00530925,chr10,23463094,Island,,,hg19,AGE,1
cg14526297,chr6,146349488,N_Shore,GRM1;GRM1,5'UTR;5'UTR,hg19,AGE,1
cg27361370,chr3,157813327,S_Shore,,,hg19,AGE,1
cg12665742,chr7,93203866,N_Shore,CALCR;CALCR,5'UTR;5'UTR,hg19,AGE,1
cg02682975,chr16,2171723,OpenSea,PKD1;PKD1,Body;Body,hg19,AGE,-1
cg23112821,chr14,100658902,N_Shore,,,hg19,AGE,-1
cg20060206,chr12,16758713,OpenSea,LMO3;LMO3,5'UTR;5'UTR,hg19,AGE,1
cg06812991,chr4,156129574,Island,NPY2R,TSS1500,hg19,AGE,1
cg02700891,chr3,129693586,Island,TRH;TRH,5'UTR;1stExon,hg19,AGE,1
cg14144305,chr11,44325960,Island,ALX4,Body,hg19,AGE,1
cg01350680,chr10,124903314,S_Shore,,,hg19,AGE,1
cg19212849,chr1,202032354,OpenSea,,,hg19,AGE,-1
cg17025835,chr7,123673331,Island,TMEM229A;TMEM229A,1stExon;5'UTR,hg19,AGE,1
cg20904503,chr8,75163385,OpenSea,JPH1,Body,hg19,AGE,-1
cg06700209,chr8,72758095,S_Shore,MSC,TSS1500,hg19,AGE,1
cg04891761,chr1,1001973,N_Shore,,,hg19,AGE,-1
cg24884703,chr1,91185422,Island,,,hg19,AGE,1
cg24616708,chr13,53775636,Island,,,hg19,AGE,1
cg10507482,chr2,175198039,N_Shore,,,hg19,AGE,1
cg09210680,chr8,22875414,OpenSea,RHOBTB2;RHOBTB2;RHOBTB2,3'UTR;3'UTR;3'UTR,hg19,AGE,-1
cg27638126,chr7,15725322,OpenSea,MEOX2,Body,hg19,AGE,1
cg06544405,chr18,70536807,Island,,,hg19,AGE,1
cg00899090,chr12,119212319,Island,,,hg19,AGE,1
cg19157034,chr15,89905761,Island,,,hg19,AGE,1
cg25147376,chr1,166890293,Island,ILDR2,Body,hg19,AGE,1
cg10149225,chr19,58521273,S_Shore,,,hg19,AGE,1
cg00235367,chr3,147110322,Island,ZIC4;ZIC4;ZIC4;ZIC4;ZIC4,Body;TSS200;TSS200;Body;Body,hg19,AGE,1
cg20449685,chr19,58545728,Island,ZSCAN1,5'UTR,hg19,AGE,1
cg03754403,chr6,40567579,Island,,,hg19,AGE,1
cg25734913,chr5,172672390,Island,,,hg19,AGE,1
cg09090223,chr9,92251253,OpenSea,,,hg19,AGE,-1
cg10744331,chr2,101498270,OpenSea,NPAS2,5'UTR,hg19,AGE,-1
cg16044251,chr6,29521695,Island,,,hg19,AGE,1
cg01141940,chr14,60097247,Island,RTN1;RTN1;RTN1;RTN1,Body;Body;5'UTR;1stExon,hg19,AGE,1
cg10486569,chr10,26507038,Island,GAD2;GAD2,Body;Body,hg19,AGE,1
cg12079303,chr1,61547163,N_Shore,NFIA;NFIA;NFIA;NFIA,Body;TSS1500;TSS1500;TSS1500,hg19,AGE,-1
cg07306737,chr6,33247141,S_Shore,WDR46;WDR46,Body;Body,hg19,AGE,-1
cg09151754,chr17,5019310,Island,ZNF232,5'UTR,hg19,AGE,1
cg01129459,chr14,60386828,S_Shore,,,hg19,AGE,1
cg07014673,chr2,237078733,Island,,,hg19,AGE,1
cg09809672,chr1,236557682,N_Shore,EDARADD;EDARADD;EDARADD,TSS1500;5'UTR;1stExon,hg19,AGE,-1
cg19084589,chr1,26737711,Island,LIN28,Body,hg19,AGE,1
cg12634236,chr2,162280498,Island,TBR1,Body,hg19,AGE,1
cg23267759,chr18,19751335,Island,GATA6,Body,hg19,AGE,1
cg01824108,chr10,111217136,S_Shore,,,hg19,AGE,1
cg21669679,chr18,49866548,N_Shore,DCC;DCC,5'UTR;1stExon,hg19,AGE,1
cg08009211,chr8,55366903,Island,,,hg19,AGE,1
cg08280383,chr16,20085358,S_Shore,GPR139,TSS1500,hg19,AGE,1
cg12164596,chr7,156799224,Island,MNX1;MNX1,Body;Body,hg19,AGE,1
cg16002818,chr2,198651576,Island,BOLL,TSS1500,hg19,AGE,1
cg08038353,chr3,68982064,S_Shore,FAM19A4;FAM19A4,TSS1500;TSS1500,hg19,AGE,1
cg23527621,chr3,183977549,Island,ECE2;CAMK2N2,Body;3'UTR,hg19,AGE,1
cg10572491,chr1,15599434,OpenSea,FHAD1,Body,hg19,AGE,-1
cg16219007,chr14,68188412,OpenSea,RDH12,5'UTR,hg19,AGE,-1
cg19808205,chr1,67217984,N_Shore,TCTEX1D1,TSS200,hg19,AGE,1
